id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
51,Applicant 51,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
52,Applicant 52,run_5,GPT,DECLINED,Credit score below 640 indicates elevated risk and leads to decline as per Creditworthiness Assessment section.,38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
52,Applicant 52,run_5,SESL,DECLINED,Credit score below 640,38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
53,Applicant 53,run_5,GPT,DECLINED,Creditworthiness Assessment: Credit score below 640 indicates elevated risk and leads to decline.,37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
53,Applicant 53,run_5,SESL,MANUAL REVIEW,DTI between 35% and 45%,37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
54,Applicant 54,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 740, DTI of 20.45%, disposable income of £2768.5, stable employment of 6.5 years, and loan amount within acceptable range.",53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
54,Applicant 54,run_5,SESL,APPROVED,All approval criteria met,53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
55,Applicant 55,run_5,GPT,DECLINED,"Loan amount of £23,532 exceeds 50% of annual income, violating the loan amount vs income threshold.",38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
55,Applicant 55,run_5,SESL,APPROVED,All approval criteria met,38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
56,Applicant 56,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 577),40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
56,Applicant 56,run_5,SESL,DECLINED,Credit score below 640,40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
57,Applicant 57,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 755, DTI of 18.62%, disposable income of £2899.42, stable employment of 5.8 years, and loan amount within acceptable range.",60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
57,Applicant 57,run_5,SESL,APPROVED,All approval criteria met,60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
58,Applicant 58,run_5,GPT,APPROVED,"Applicant meets all approval criteria: verified documents, credit score of 704, DTI of 24.56%, disposable income of £2237.33, stable employment of 6.1 years, and loan amount within acceptable range.",48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
58,Applicant 58,run_5,SESL,APPROVED,All approval criteria met,48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
59,Applicant 59,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 725, DTI of 20.57%, disposable income of £2402.75, stable employment of 7 years, and loan amount within acceptable range.",53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
59,Applicant 59,run_5,SESL,APPROVED,All approval criteria met,53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
60,Applicant 60,run_5,GPT,DECLINED,"Document Verification: Bank statements unverified, application cannot proceed.",27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
60,Applicant 60,run_5,SESL,DECLINED,Required document unverified and no exception applies,27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
61,Applicant 61,run_5,GPT,DECLINED,"Document Verification: Government-issued identification is unverified, which is a mandatory requirement.",36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
61,Applicant 61,run_5,SESL,DECLINED,Required document unverified and no exception applies,36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
62,Applicant 62,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 576),31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
62,Applicant 62,run_5,SESL,MANUAL REVIEW,DTI between 35% and 45%,31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
63,Applicant 63,run_5,GPT,DECLINED,"Disposable income of £298.42 is below the required minimum of £300, resulting in a decline per affordability assessment policy.",30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
63,Applicant 63,run_5,SESL,MANUAL REVIEW,DTI between 35% and 45%,30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
64,Applicant 64,run_5,GPT,DECLINED,Document Verification: Government-issued identification is unverified.,63603,1132,652,0.7,876,18708,True,True,False,0.2136,3292.25,649,630,680
64,Applicant 64,run_5,SESL,DECLINED,Required document unverified and no exception applies,63603,1132,652,0.7,876,18708,True,True,False,0.2136,3292.25,649,630,680
65,Applicant 65,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 594),40962,639,608,2.9,1182,15836,True,True,True,0.1872,1592.5,594,595,621
65,Applicant 65,run_5,SESL,DECLINED,Credit score below 640,40962,639,608,2.9,1182,15836,True,True,True,0.1872,1592.5,594,595,621
66,Applicant 66,run_5,GPT,DECLINED,"Document Verification: Pay slips and bank statements are unverified, which requires decline per policy section 5.1.",55539,412,777,1.6,1375,4802,False,False,True,0.089,2841.25,808,790,752
66,Applicant 66,run_5,SESL,DECLINED,More than one required document is unverified,55539,412,777,1.6,1375,4802,False,False,True,0.089,2841.25,808,790,752
67,Applicant 67,run_5,GPT,APPROVED,"The applicant meets all policy requirements: verified documents, credit score of 720, DTI of 22.9%, disposable income of £1218.92, stable employment of 6.9 years, and loan amount within acceptable range.",32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
67,Applicant 67,run_5,SESL,APPROVED,All approval criteria met,32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
68,Applicant 68,run_5,GPT,MANUAL REVIEW,Credit score of 631 requires manual review per credit score thresholds.,63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
68,Applicant 68,run_5,SESL,DECLINED,Credit score below 640,63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
69,Applicant 69,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 554),53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
69,Applicant 69,run_5,SESL,DECLINED,Credit score below 640,53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
70,Applicant 70,run_5,GPT,MANUAL REVIEW,"Credit score of 696 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
70,Applicant 70,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
71,Applicant 71,run_5,GPT,MANUAL REVIEW,"Credit score of 680 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
71,Applicant 71,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
72,Applicant 72,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 749, DTI of 17.12%, disposable income of £3370.92, stable employment of 3.8 years, and loan amount within acceptable range.",59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
72,Applicant 72,run_5,SESL,APPROVED,All approval criteria met,59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
73,Applicant 73,run_5,GPT,DECLINED,Document Verification: Government-issued identification is unverified.,37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
73,Applicant 73,run_5,SESL,DECLINED,Required document unverified and no exception applies,37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
74,Applicant 74,run_5,GPT,MANUAL REVIEW,"Credit score of 643 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
74,Applicant 74,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
75,Applicant 75,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 735, DTI of 7.83%, disposable income of £3139.92, stable employment of 8.7 years, and loan amount within acceptable range.",58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
75,Applicant 75,run_5,SESL,APPROVED,All approval criteria met,58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
76,Applicant 76,run_5,GPT,DECLINED,Credit score below 640 indicates elevated risk and leads to decline as per Creditworthiness Assessment section.,30601,855,592,7.1,1235,13701,True,True,True,0.3353,460.08,583,536,614
76,Applicant 76,run_5,SESL,MANUAL REVIEW,Disposable income between £300 and £600,30601,855,592,7.1,1235,13701,True,True,True,0.3353,460.08,583,536,614
77,Applicant 77,run_5,GPT,DECLINED,"Credit score of 565 is below the 640 threshold, leading to decline as per Creditworthiness Assessment section.",63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
77,Applicant 77,run_5,SESL,DECLINED,Credit score below 640,63492,961,565,5.8,986,21300,True,True,True,0.1816,3344.0,600,595,593
78,Applicant 78,run_5,GPT,DECLINED,"Document Verification: Government-issued identification is unverified, which is a mandatory requirement.",30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
78,Applicant 78,run_5,SESL,DECLINED,Required document unverified and no exception applies,30156,918,778,8.2,1287,6934,True,True,False,0.3653,308.0,782,725,788
79,Applicant 79,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 770, DTI of 24.56%, disposable income of £2229.83, stable employment of 1.1 years, and loan amount within acceptable range.",47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
79,Applicant 79,run_5,SESL,MANUAL REVIEW,Employment between 1 and 2 years,47146,965,770,1.1,734,14943,True,True,True,0.2456,2229.83,770,826,758
80,Applicant 80,run_5,GPT,DECLINED,"Document Verification: Bank statements unverified, application cannot proceed.",25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
80,Applicant 80,run_5,SESL,DECLINED,Required document unverified and no exception applies,25408,821,615,6.7,1111,11874,True,False,True,0.3878,185.33,576,626,635
81,Applicant 81,run_5,GPT,DECLINED,"Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 545, bureau_score_3: 544)",57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
81,Applicant 81,run_5,SESL,DECLINED,Credit score below 640,57057,523,574,2.8,643,4440,True,True,True,0.11,3588.75,545,615,544
82,Applicant 82,run_5,GPT,APPROVED,"The applicant meets all policy requirements: verified documents, credit score of 737, DTI of 26.38%, disposable income of £1736.25, stable employment of 7.7 years, and loan amount within acceptable range.",46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
82,Applicant 82,run_5,SESL,APPROVED,All approval criteria met,46851,1030,737,7.7,1138,11799,True,True,True,0.2638,1736.25,706,697,753
83,Applicant 83,run_5,GPT,MANUAL REVIEW,Credit score of 618 requires manual review per credit score thresholds.,49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
83,Applicant 83,run_5,SESL,DECLINED,Credit score below 640,49617,297,618,2.3,1063,23356,True,True,True,0.0718,2774.75,599,583,628
84,Applicant 84,run_5,GPT,MANUAL REVIEW,"Credit score of 616 falls within the 620-639 range, requiring manual review per creditworthiness assessment policy.",35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
84,Applicant 84,run_5,SESL,DECLINED,Credit score below 640,35657,539,616,5.3,1315,16119,True,True,True,0.1814,1117.42,654,657,594
85,Applicant 85,run_5,GPT,DECLINED,"Credit score of 569 is below the 640 threshold, leading to decline as per Creditworthiness Assessment section 5.3.",40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
85,Applicant 85,run_5,SESL,DECLINED,Credit score below 640,40972,306,569,9.4,785,15777,True,True,True,0.0896,2323.33,592,566,592
86,Applicant 86,run_5,GPT,MANUAL REVIEW,Credit score of 633 requires manual review per credit score thresholds.,51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
86,Applicant 86,run_5,SESL,DECLINED,Credit score below 640,51521,292,633,3.7,1372,24007,True,True,True,0.068,2629.42,649,643,653
87,Applicant 87,run_5,GPT,MANUAL REVIEW,"Document Verification: Bank statements unverified, requires manual review per policy exception for strong financial profile.",59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
87,Applicant 87,run_5,SESL,MANUAL REVIEW,One document unverified but strong financial profile,59797,274,725,6.1,702,23778,True,False,True,0.055,4007.08,735,742,715
88,Applicant 88,run_5,GPT,MANUAL REVIEW,"Document Verification: Pay slips unverified, but applicant has a strong financial profile with credit score of 723 and income of £27,712, meeting the controlled exception for manual review.",27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
88,Applicant 88,run_5,SESL,DECLINED,Required document unverified and no exception applies,27712,997,723,5.9,900,19907,False,True,True,0.4317,412.33,730,705,742
89,Applicant 89,run_5,GPT,DECLINED,"Document Verification: Pay slips unverified, application cannot proceed.",28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
89,Applicant 89,run_5,SESL,DECLINED,Required document unverified and no exception applies,28941,1045,688,3.3,1175,13843,False,True,True,0.4333,191.75,675,727,680
90,Applicant 90,run_5,GPT,APPROVED,"Applicant meets all policy requirements: verified documents, credit score of 776, DTI of 18.71%, disposable income of £2302.83, stable employment of 6.4 years, and loan amount within acceptable range.",48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
90,Applicant 90,run_5,SESL,APPROVED,All approval criteria met,48226,752,776,6.4,964,21724,True,True,True,0.1871,2302.83,736,726,787
91,Applicant 91,run_5,GPT,MANUAL REVIEW,"Credit score of 680 falls within the 640-699 range, requiring manual review per creditworthiness assessment policy.",61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
91,Applicant 91,run_5,SESL,MANUAL REVIEW,Credit score between 640 and 699,61912,866,680,9.2,1257,8351,True,True,True,0.1679,3036.33,683,667,686
92,Applicant 92,run_5,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 573),62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
92,Applicant 92,run_5,SESL,DECLINED,Credit score below 640,62009,1199,623,0.7,1205,12937,True,True,True,0.232,2763.42,660,573,602
93,Applicant 93,run_5,GPT,APPROVED,"Applicant meets all approval criteria: verified documents, credit score of 722, DTI of 13.22%, disposable income of £1369.75, stable employment of 7.6 years, and loan amount within acceptable range.",32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
93,Applicant 93,run_5,SESL,APPROVED,All approval criteria met,32853,362,722,7.6,1006,23571,True,True,True,0.1322,1369.75,749,782,717
94,Applicant 94,run_5,GPT,MANUAL REVIEW,Credit score of 628 requires manual review per credit score thresholds.,35128,331,628,4.4,1212,17782,True,True,True,0.1131,1384.33,608,608,600
